"seqnames","seqlengths","nonrepeat","DNA","DNA-LINE","DNA-LINE-LTR","DNA-LINE-LTR-tandem_repeat","DNA-LINE-LTR-tandem_repeat-Unknown","DNA-LINE-LTR-Unknown","DNA-LINE-RC","DNA-LINE-RC-Unknown","DNA-LINE-tandem_repeat","DNA-LINE-tandem_repeat-Unknown","DNA-LINE-Unknown","DNA-LTR","DNA-LTR-RC","DNA-LTR-tandem_repeat","DNA-LTR-Unknown","DNA-RC","DNA-RC-tandem_repeat","DNA-RC-tandem_repeat-Unknown","DNA-RC-Unknown","DNA-tandem_repeat","DNA-tandem_repeat-Unknown","DNA-Unknown","LINE","LINE-LTR","LINE-LTR-RC","LINE-LTR-RC-tandem_repeat","LINE-LTR-RC-tandem_repeat-Unknown","LINE-LTR-RC-Unknown","LINE-LTR-tandem_repeat","LINE-LTR-tandem_repeat-Unknown","LINE-LTR-Unknown","LINE-RC","LINE-RC-tandem_repeat","LINE-RC-tandem_repeat-Unknown","LINE-RC-Unknown","LINE-rRNA","LINE-tandem_repeat","LINE-tandem_repeat-Unknown","LINE-Unknown","LTR","LTR-RC","LTR-RC-tandem_repeat","LTR-RC-tandem_repeat-Unknown","LTR-RC-Unknown","LTR-Simple","LTR-Simple-tandem_repeat","LTR-Simple-tandem_repeat-Unknown","LTR-Simple-Unknown","LTR-tandem_repeat","LTR-tandem_repeat-Unknown","LTR-Unknown","RC","RC-tandem_repeat","RC-tandem_repeat-Unknown","RC-Unknown","rRNA","rRNA-tandem_repeat","Simple","Simple-tandem_repeat","Simple-tandem_repeat-Unknown","Simple-Unknown","tandem_repeat","tandem_repeat-tRNA","tandem_repeat-Unknown","tRNA","Unknown"
"Scaffold_278",431038,77.4915436690037,0.214830246985185,0.00626394888617709,NA,NA,NA,NA,NA,NA,NA,0.00371196971032716,0.0359597065687944,0.000231998106895448,NA,NA,NA,NA,NA,NA,NA,NA,0.0303917520033037,0.0122958996654587,1.75668966541233,0.0691354358548434,NA,NA,NA,NA,0.00858392995513157,NA,NA,NA,NA,NA,NA,NA,0.0401356724929125,NA,0.00231998106895448,10.7241124912421,NA,NA,NA,NA,NA,NA,NA,NA,0.449148334949587,0.00347997160343172,0.14012685656485,0.0482556062342531,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.80056050742626,NA,0.308557482170946,NA,1.85366487409463
"Scaffold_4",192509,76.9475712823816,0.808793355115865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131422427003413,0.343880026388377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7620474886888,NA,NA,NA,NA,NA,NA,NA,NA,0.216093793017469,NA,0.387514349978443,0.0773989787490455,0.0171420556960973,NA,NA,NA,NA,0.0176615119293124,0.0612958355193783,NA,NA,8.47804518230316,NA,NA,NA,0.751133713228992
"Scaffold_343",189248,77.7049163003044,1.0763654041258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021136286777139,0.0602384173148461,0.120476834629692,1.71256763611769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65188535678052,NA,NA,NA,NA,NA,NA,NA,NA,0.466055123435915,0.0216646939465675,0.808991376394995,0.825371998647278,0.0295908014879946,NA,0.0586531958065607,NA,NA,NA,NA,NA,NA,5.67297937098411,NA,0.18705613797768,NA,1.60107372336828
"Scaffold_380",232162,54.1807014067763,0.190384300617672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00172293484721875,NA,NA,0.00775320681248439,0.0159371473367735,0.0693481276005548,NA,NA,0.0254132889964766,0.0943306828852267,0.114144433628242,2.27298179719334,0.000861467423609376,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020675218166625,0.188230632058649,NA,NA,NA,0.163678810485781,19.6349962526167,0.150326065419836,0.0236903541492578,0.0327357620971563,0.00430733711804688,NA,NA,NA,NA,0.337695230054875,1.42874372205615,2.07872089316942,7.71659444698099,0.721048233561048,0.524202927266305,0.22139712786761,NA,NA,NA,NA,NA,NA,5.06327478226411,NA,0.708987689630517,NA,4.00711572091901
"Scaffold_230",312319,72.6471972566511,0.000320185451413459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0374616978153747,0.000960556354240376,NA,NA,0.000320185451413459,0.0509094867747399,0.0054431526740288,0.967280248720059,0.00320185451413459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7002615915138,0.0134477889593653,NA,NA,NA,NA,NA,NA,NA,0.0163294580220864,NA,0.0320185451413459,10.8072195415585,0.222528888732354,0.274719117312748,0.160412911158143,0.0848491446245666,0.069800428408134,NA,NA,NA,NA,5.7095469696048,NA,1.49046327632965,NA,1.70530771422808
"Scaffold_396",646658,71.1376028750901,1.05542651602547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004639237433079,NA,NA,NA,0.0261343708730117,NA,NA,NA,0.0440727556142505,NA,0.0238147521564722,2.92333814783085,0.06185649910772,NA,NA,NA,NA,0.0057217261674641,0.0047938786808483,0.128816159391827,NA,NA,0.149074162849605,NA,NA,0.0023196187165395,0.156496942742532,0.529491632362083,9.66306764936025,0.0058763674152334,NA,NA,NA,NA,NA,NA,NA,0.206909989515323,NA,0.0802588075922667,2.37389779450652,0.0332478682703995,0.16794039507746,0.0674235840274148,0.0415984956499417,0.0337117920137074,NA,NA,NA,NA,9.00522378134965,NA,0.938517732711882,NA,1.13290178115789
"Scaffold_119",135779,43.1591041324505,6.46565374616104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0287231456999978,NA,0.125203455615375,1.8603760522614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261454274961518,28.6701183540901,0.104581709984607,NA,NA,NA,NA,NA,NA,NA,0.25850831129998,NA,1.1540812644076,12.4378585790144,0.190014656169216,NA,0.0220947274615368,NA,NA,NA,NA,NA,NA,3.15365409967668,NA,0.0758585642846095,NA,2.03271492646138
"Scaffold_191",201142,77.7609847769238,3.43090950671665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0482246373208977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55763589901662,0.224716866691193,0.0850145668234382,0.0377842519215281,NA,NA,NA,NA,NA,0.164063199132951,0.122301657535472,0.726849688279922,0.330612204313371,0.10887830487914,0.356961748416542,0.0318183174076026,NA,NA,NA,NA,NA,NA,6.11806584403059,NA,0.327132075846914,NA,1.56804645474342
"Scaffold_334",42206,36.6962043311378,1.36236554044449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00710799412405819,NA,NA,NA,NA,NA,NA,NA,0.0852959294886983,0.0142159882481164,0.293797090461072,6.70994645311093,0.00947732549874425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00710799412405819,0.417002321944747,28.2827086196275,NA,NA,NA,NA,NA,NA,NA,NA,2.08027294697436,0.976164526370658,4.58228687864285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8603042221485,NA,0.00236933137468606,NA,2.61337250627873
"Scaffold_365",319582,76.9780525811842,2.32021828513496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7594858283633,0.0100130795852082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000938726211113267,8.50767565131954,0.0669624697260797,NA,NA,NA,NA,NA,NA,NA,0.692467035064553,0.106076061855799,0.1839903373782,0.668998879786721,0.043494314448248,NA,NA,NA,NA,NA,NA,NA,NA,7.49604170447647,NA,0.169596535474464,NA,0.995988509991176
"Scaffold_61",264176,75.0026497486524,4.23997637938344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0306613772636424,NA,0.188889225364908,2.82387499242929,0.111667978923142,NA,NA,NA,NA,0.0196838471322149,NA,NA,0.000378535521773363,NA,0.0628368966143783,0.47051965356429,NA,NA,NA,0.474683544303797,4.38911937496215,NA,NA,NA,NA,NA,NA,NA,NA,0.0283901641330022,0.0643510387014718,0.0431530494821634,1.79387983768397,0.0238477378717219,NA,0.407682756949912,NA,NA,0.0257404154805887,NA,NA,NA,7.88489491853916,NA,0.0359608745684695,NA,1.87715765247411
